SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,Churn
0,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,4,50.4,Yes
0,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,79.65,Yes
0,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),69,105.2,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),72,100.65,No
1,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,19,79.85,Yes
0,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,28,91.0,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5,78.75,Yes
1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,116.75,No
1,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),8,80.45,Yes
0,No,No,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,7,59.1,No
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,22,49.8,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),72,19.3,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),8,19.65,No
0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),52,81.4,No
0,No,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,68,38.9,No
0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71,87.95,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,19.85,No
1,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,34,96.35,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,35,24.15,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),61,19.1,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,44.0,No
0,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,50.1,Yes
0,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),53,60.6,No
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),72,25.65,No
0,Yes,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,2,76.4,Yes
0,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3,98.7,Yes
1,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,100.8,Yes
1,Yes,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,41,53.95,No
0,Yes,No,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24,20.4,No
0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),28,90.1,Yes
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,8,29.35,No
0,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),54,95.1,No
0,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41,25.25,No
0,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,19,44.9,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,92.65,No
0,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),62,43.7,No
1,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),56,72.6,No
0,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,15,51.55,Yes
1,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,10,79.25,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,32,18.95,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21,20.5,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),62,19.95,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,24.5,No
0,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,27,20.6,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5,94.85,Yes
0,No,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,25,61.05,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,85.7,Yes
0,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),49,106.65,No
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63,108.25,No
0,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),4,20.4,No
0,Yes,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,1,55.3,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,11,20.25,No
1,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52,72.95,No
1,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,60,89.45,No
0,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),64,104.65,No
0,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),43,75.2,No
0,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),61,101.15,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,44.4,Yes
1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5,89.5,Yes
0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66,68.75,No
0,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,67,111.05,No
0,Yes,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),42,99.0,No
1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,86.05,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,31,21.0,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,19.4,No
0,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,44.55,Yes
0,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),34,77.2,No
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,3,19.45,No
0,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19,24.85,No
0,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),31,35.4,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1,95.65,Yes
0,No,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,3,41.35,No
0,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,46,19.6,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,20.95,Yes
0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),69,84.45,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,5,20.25,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,19.65,No
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),26,20.65,No
1,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,10,34.7,Yes
0,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),25,99.3,No
0,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,64,81.05,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,30,67.6,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,13,70.15,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,64,115.0,No
0,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46,84.8,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,12,19.7,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),15,19.75,Yes
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,17,92.55,Yes
0,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,13,63.15,No
0,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),67,74.0,No
0,Yes,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,24,29.1,No
0,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,6,50.05,No
1,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,53,60.05,Yes
1,Yes,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),16,74.3,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,10,20.0,No
0,No,No,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,13,74.65,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,9,85.35,Yes
0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,25,74.3,Yes
1,No,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,7,44.4,No
0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),38,85.4,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,43,94.1,No
0,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4,98.1,Yes
0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,25,108.9,No
0,No,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,27,56.2,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,72,26.1,No
0,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),71,85.45,No
0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24,88.95,No
0,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,50,109.65,Yes
0,No,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57,74.35,No
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,15,48.85,No
0,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,80.1,No
0,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,28,56.05,No
1,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,74.55,Yes
0,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55,89.8,No
0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,100.95,Yes
0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,10,94.9,Yes
0,No,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),55,19.1,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20,20.35,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),62,106.05,No
1,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,32,104.9,Yes
0,No,No,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),43,19.65,No
0,Yes,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),9,24.1,Yes
0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),60,59.85,No
0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,58,86.1,No
0,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,7,19.45,No
0,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,2,97.1,No
1,No,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,37,36.65,No
1,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),65,103.9,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,39,19.75,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,66,104.05,Yes
0,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,68,24.55,No
0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),62,48.7,No
0,No,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,3,88.35,Yes
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,109.55,No
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),41,20.65,No
0,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),29,94.65,Yes
0,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,4,55.2,No
0,No,No,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53,24.05,No
1,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,74.4,Yes
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),41,79.9,Yes
0,Yes,No,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),39,20.45,No
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,63,19.25,No
0,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,15,26.35,No
0,Yes,No,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,13,43.8,No
0,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,50.15,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,1,20.45,No
1,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,8,69.7,Yes
0,No,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,60,61.4,No
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,12,98.1,Yes
0,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),40,70.75,No
0,No,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),66,61.15,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,42,20.25,No
1,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66,63.85,No
0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,49,98.7,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,20.5,Yes
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,41,20.0,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),41,19.3,No
0,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,23,84.4,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,3,25.1,No
0,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,4,48.25,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,52,19.85,No
1,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,99.6,Yes
0,No,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,11,94.2,No
0,Yes,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,2,62.15,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),26,79.3,No
0,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),24,56.25,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,12,20.3,No
1,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60,99.0,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,64,90.6,No
0,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),66,85.9,No
0,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60,79.2,No
0,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),17,70.35,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,42,19.35,No
0,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,50.15,No
0,Yes,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),47,63.8,No
0,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,10,20.55,No
1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70,88.55,No
1,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67,101.4,No
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,81.95,Yes
0,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,7,69.35,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,44.6,No
0,No,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4,63.75,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),66,109.25,No
0,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,12,84.6,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24,20.45,No
0,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,26,85.75,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6,91.1,Yes
0,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,57,107.95,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,14,86.1,Yes
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,42,22.95,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25,94.7,Yes
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),64,19.45,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,22,85.1,Yes
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),19,19.7,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61,99.15,Yes
0,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22,87.0,No
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70,102.95,Yes
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),12,79.95,No
0,Yes,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,31,64.0,No
0,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,11,64.9,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,68,25.75,No
1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,90.15,No
1,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),67,116.1,No
0,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60,104.95,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,45.05,Yes
1,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,71.0,Yes
0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,58,50.0,No
1,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47,70.55,Yes
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,79.7,Yes
0,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,22,59.0,Yes
0,No,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),48,60.35,Yes
0,Yes,No,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),37,19.85,No
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,13,19.95,No
0,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),43,26.45,No
0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6,63.4,No
0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),71,53.95,No
1,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.25,Yes
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,72,95.1,No
1,No,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,6,74.1,No
0,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,12,35.5,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,25,70.95,Yes
0,Yes,No,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,21,79.2,No
0,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,6,48.8,No
0,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,20,89.0,Yes
0,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,99.4,Yes
0,No,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,43,55.45,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),35,25.4,No
0,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),1,73.5,Yes
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,32,93.5,No
0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),52,63.9,No
0,No,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),32,64.85,No
0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,63.8,No
0,No,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),51,44.45,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),68,19.95,No
1,Yes,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,8,43.35,No
0,Yes,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49,49.65,No
0,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,72,85.1,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,9,95.5,Yes
0,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,28,92.35,Yes
0,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,54,89.8,No
0,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,11,74.55,Yes
0,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,50,103.05,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,69,116.0,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.9,No
0,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68,95.1,No
0,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40,40.25,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,31,25.75,No
1,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33,105.35,No
